order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
2561,6,845,935,5,credit_card,3/16/2017 22:24
3533,51,828,935,5,cash,3/17/2017 16:05
652,51,987,748,4,credit_card,3/17/2017 10:33
3203,6,841,748,4,credit_card,3/26/2017 8:24
4575,6,922,748,4,debit,3/10/2017 11:17
4581,51,799,748,4,cash,3/2/2017 5:45
4597,6,846,748,4,cash,3/4/2017 5:57
56,51,851,561,3,credit_card,3/13/2017 5:05
130,51,721,561,3,debit,3/14/2017 3:54
282,6,836,561,3,debit,3/14/2017 2:26
294,51,918,561,3,cash,3/14/2017 13:22
524,51,890,561,3,credit_card,3/22/2017 1:28
577,51,980,561,3,cash,3/21/2017 6:52
1444,51,780,561,3,cash,3/12/2017 23:18
1454,6,967,561,3,credit_card,3/3/2017 9:20
1737,6,937,561,3,credit_card,3/6/2017 16:31
1750,6,839,561,3,cash,3/20/2017 19:09
1966,6,811,561,3,credit_card,3/3/2017 18:30
2512,6,871,561,3,credit_card,3/1/2017 22:59
2979,6,758,561,3,cash,3/7/2017 13:02
3142,6,728,561,3,debit,3/19/2017 18:09
3609,6,856,561,3,cash,3/26/2017 3:51
3783,51,920,561,3,debit,3/29/2017 0:28
3996,51,701,561,3,debit,3/16/2017 1:15
4386,6,843,561,3,debit,3/16/2017 13:44
4580,51,971,561,3,credit_card,3/13/2017 15:34
4587,51,716,561,3,debit,3/22/2017 16:29
117,6,813,374,2,debit,3/10/2017 14:25
233,6,865,374,2,cash,3/8/2017 4:40
258,6,842,374,2,credit_card,3/18/2017 10:12
278,51,954,374,2,credit_card,3/17/2017 4:59
315,6,712,374,2,credit_card,3/25/2017 11:59
731,6,710,374,2,debit,3/7/2017 16:21
878,51,739,374,2,cash,3/9/2017 20:35
1507,6,996,374,2,debit,3/17/2017 0:53
1566,6,871,374,2,credit_card,3/9/2017 8:19
1725,51,829,374,2,debit,3/18/2017 7:32
1826,6,808,374,2,credit_card,3/14/2017 20:04
1992,51,831,374,2,cash,3/4/2017 13:04
2042,51,778,374,2,debit,3/17/2017 17:44
2132,51,700,374,2,cash,3/11/2017 0:27
2197,6,773,374,2,credit_card,3/28/2017 1:19
2244,51,773,374,2,cash,3/13/2017 14:41
2309,51,762,374,2,debit,3/24/2017 22:52
2376,51,742,374,2,credit_card,3/17/2017 17:19
2411,6,834,374,2,debit,3/15/2017 9:56
2431,6,738,374,2,cash,3/30/2017 10:37
2605,6,981,374,2,debit,3/29/2017 8:09
2667,6,731,374,2,debit,3/2/2017 11:01
3079,51,859,374,2,credit_card,3/6/2017 19:44
3098,6,794,374,2,credit_card,3/7/2017 1:16
3174,6,726,374,2,credit_card,3/6/2017 10:42
3367,6,836,374,2,cash,3/16/2017 21:13
3413,6,830,374,2,debit,3/6/2017 1:20
3483,51,791,374,2,cash,3/15/2017 14:17
3544,6,718,374,2,credit_card,3/26/2017 0:12
3547,6,939,374,2,credit_card,3/19/2017 3:07
3739,6,805,374,2,cash,3/3/2017 0:06
3823,6,810,374,2,credit_card,3/19/2017 6:41
3905,6,947,374,2,cash,3/19/2017 23:42
4157,6,762,374,2,cash,3/23/2017 2:02
4291,51,740,374,2,credit_card,3/15/2017 12:09
4652,6,822,374,2,cash,3/10/2017 6:36
4663,6,922,374,2,credit_card,3/24/2017 11:30
4887,51,995,374,2,debit,3/9/2017 4:02
58,51,759,187,1,cash,3/30/2017 22:34
256,6,794,187,1,cash,3/18/2017 19:59
270,6,986,187,1,credit_card,3/18/2017 20:16
683,6,847,187,1,cash,3/1/2017 9:06
702,6,825,187,1,credit_card,3/21/2017 8:05
792,51,890,187,1,debit,3/7/2017 0:26
921,51,732,187,1,debit,3/7/2017 12:27
996,6,854,187,1,credit_card,3/7/2017 1:30
1305,51,931,187,1,debit,3/12/2017 10:37
1321,6,871,187,1,cash,3/28/2017 14:52
1517,51,761,187,1,debit,3/27/2017 15:01
1542,6,991,187,1,debit,3/17/2017 18:13
1681,6,904,187,1,debit,3/22/2017 0:29
1707,6,993,187,1,credit_card,3/15/2017 12:54
1710,51,795,187,1,debit,3/25/2017 5:09
1814,6,876,187,1,cash,3/21/2017 15:45
1843,51,985,187,1,cash,3/13/2017 21:04
1935,51,862,187,1,cash,3/13/2017 22:50
2119,6,827,187,1,credit_card,3/27/2017 2:22
2208,51,728,187,1,cash,3/6/2017 23:47
2263,6,936,187,1,debit,3/20/2017 21:32
2524,51,855,187,1,cash,3/8/2017 20:39
2550,51,721,187,1,debit,3/2/2017 17:05
2571,6,864,187,1,cash,3/2/2017 8:25
2640,6,893,187,1,debit,3/6/2017 10:17
2653,6,723,187,1,debit,3/10/2017 23:18
2770,51,973,187,1,credit_card,3/26/2017 13:29
2847,51,988,187,1,credit_card,3/4/2017 14:11
3131,51,798,187,1,cash,3/28/2017 20:19
3295,51,778,187,1,credit_card,3/22/2017 8:18
3323,51,744,187,1,debit,3/27/2017 9:33
3411,6,707,187,1,cash,3/4/2017 20:48
3734,6,763,187,1,cash,3/9/2017 12:40
4027,51,839,187,1,cash,3/25/2017 7:03
4407,6,770,187,1,debit,3/17/2017 15:43
4563,51,741,187,1,debit,3/6/2017 3:47
4757,6,967,187,1,credit_card,3/3/2017 22:26
4888,51,965,187,1,credit_card,3/30/2017 11:04
4900,51,912,187,1,debit,3/22/2017 11:14
2040,11,756,920,5,credit_card,3/4/2017 10:51
1504,11,904,736,4,debit,3/6/2017 23:08
3429,11,922,736,4,cash,3/4/2017 21:14
3518,11,732,736,4,debit,3/20/2017 8:36
3610,11,901,736,4,debit,3/8/2017 2:21
1032,11,980,552,3,credit_card,3/7/2017 1:20
1177,11,831,552,3,credit_card,3/23/2017 20:03
1984,11,901,552,3,credit_card,3/13/2017 22:41
2353,11,971,552,3,credit_card,3/11/2017 23:52
4064,11,924,552,3,debit,3/13/2017 20:43
4990,11,843,552,3,credit_card,3/2/2017 15:06
317,11,880,368,2,credit_card,3/21/2017 14:56
366,11,974,368,2,credit_card,3/8/2017 0:59
385,11,868,368,2,debit,3/8/2017 4:27
405,11,850,368,2,credit_card,3/18/2017 0:20
791,11,879,368,2,credit_card,3/27/2017 10:21
823,11,929,368,2,credit_card,3/16/2017 17:43
1255,11,753,368,2,cash,3/4/2017 19:53
1328,11,716,368,2,cash,3/29/2017 17:56
2000,11,854,368,2,credit_card,3/27/2017 18:04
2037,11,765,368,2,credit_card,3/16/2017 11:03
2350,11,873,368,2,cash,3/21/2017 23:08
3232,11,839,368,2,credit_card,3/22/2017 23:16
3379,11,982,368,2,cash,3/16/2017 3:38
3472,11,906,368,2,credit_card,3/23/2017 21:42
3626,11,763,368,2,cash,3/27/2017 16:43
3796,11,723,368,2,credit_card,3/21/2017 1:11
4874,11,997,368,2,debit,3/7/2017 12:02
4936,11,789,368,2,credit_card,3/1/2017 8:08
71,11,725,184,1,credit_card,3/14/2017 17:12
295,11,738,184,1,cash,3/6/2017 10:03
777,11,715,184,1,credit_card,3/9/2017 22:48
825,11,793,184,1,debit,3/15/2017 10:29
935,11,821,184,1,credit_card,3/28/2017 3:41
1487,11,741,184,1,credit_card,3/11/2017 3:04
1841,11,909,184,1,debit,3/29/2017 16:16
2140,11,985,184,1,debit,3/7/2017 8:22
2186,11,875,184,1,cash,3/26/2017 13:27
2393,11,849,184,1,cash,3/7/2017 12:30
3358,11,722,184,1,cash,3/12/2017 12:45
3376,11,752,184,1,debit,3/8/2017 7:01
3385,11,787,184,1,cash,3/25/2017 5:07
3792,11,714,184,1,debit,3/7/2017 22:48
3973,11,724,184,1,credit_card,3/16/2017 19:08
4105,11,700,184,1,credit_card,3/22/2017 21:51
4276,11,838,184,1,cash,3/29/2017 2:47
4382,11,860,184,1,credit_card,3/9/2017 8:49
4765,11,713,184,1,cash,3/29/2017 21:06
4988,11,826,184,1,credit_card,3/2/2017 9:35
3539,43,830,1086,6,debit,3/17/2017 19:56
2313,79,745,724,4,debit,3/27/2017 9:26
2787,43,876,724,4,credit_card,3/1/2017 1:41
3825,43,736,724,4,credit_card,3/25/2017 17:34
402,79,771,543,3,debit,3/12/2017 3:45
404,43,951,543,3,credit_card,3/1/2017 23:52
425,79,932,543,3,debit,3/9/2017 12:04
755,79,833,543,3,cash,3/5/2017 4:07
903,79,929,543,3,debit,3/14/2017 3:03
1110,43,748,543,3,debit,3/17/2017 15:16
1538,43,750,543,3,credit_card,3/11/2017 13:20
1675,43,785,543,3,cash,3/20/2017 5:25
1730,79,787,543,3,credit_card,3/27/2017 23:51
1831,79,923,543,3,debit,3/9/2017 6:09
2592,79,834,543,3,credit_card,3/15/2017 5:32
2596,43,733,543,3,debit,3/14/2017 18:18
2638,43,800,543,3,cash,3/17/2017 17:26
2961,43,855,543,3,credit_card,3/29/2017 21:42
3047,79,734,543,3,cash,3/22/2017 15:52
4155,79,725,543,3,debit,3/17/2017 12:32
4211,43,717,543,3,credit_card,3/13/2017 19:40
4234,79,849,543,3,cash,3/5/2017 18:45
4424,79,987,543,3,credit_card,3/6/2017 23:35
4488,79,903,543,3,credit_card,3/30/2017 2:57
4844,43,701,543,3,cash,3/1/2017 9:56
4849,43,847,543,3,cash,3/25/2017 22:06
190,43,928,362,2,debit,3/30/2017 7:00
230,79,772,362,2,cash,3/28/2017 7:21
257,79,844,362,2,credit_card,3/7/2017 20:21
396,43,989,362,2,debit,3/21/2017 23:17
436,43,869,362,2,debit,3/21/2017 1:09
646,43,929,362,2,debit,3/15/2017 9:32
747,79,961,362,2,credit_card,3/12/2017 4:50
897,43,931,362,2,credit_card,3/28/2017 22:22
1109,79,782,362,2,debit,3/4/2017 0:42
1162,79,893,362,2,credit_card,3/14/2017 9:40
1541,79,987,362,2,cash,3/25/2017 17:12
1911,79,761,362,2,cash,3/26/2017 23:22
1993,79,860,362,2,cash,3/7/2017 7:47
2068,43,715,362,2,credit_card,3/24/2017 18:08
2242,43,839,362,2,credit_card,3/24/2017 2:45
2473,43,995,362,2,debit,3/4/2017 12:35
2539,79,955,362,2,debit,3/12/2017 22:33
2645,79,959,362,2,debit,3/27/2017 19:50
2854,43,913,362,2,credit_card,3/12/2017 17:45
2936,79,999,362,2,cash,3/7/2017 16:15
